"Fecha cotización","Apertura","Cierre","Máxima","Mínima","Promedio","Cantidad","Monto","Fecha_a","Cierre_a"
"13/03/2013","2.2","2.2","2.2","2.2","2.2","8500","18728.5","12/03/2013","2.2"
"14/03/2013","2.2","2.2","2.2","2.2","2.2","5000","11000","13/03/2013","2.2"
"15/03/2013","2.3","2.3","2.3","2.3","2.3","7521","17290.95","14/03/2013","2.2"
"18/03/2013","2.3","2.3","2.3","2.3","2.3","3000","6894.64","15/03/2013","2.3"
"19/03/2013","2.3","2.3","2.3","2.3","2.3","3000","6900","18/03/2013","2.3"
"20/03/2013","2.3","2.3","2.3","2.3","2.3","2000","4600","19/03/2013","2.3"
"21/03/2013","2.3","2.3","2.3","2.3","2.29","5482","12560.4","20/03/2013","2.3"
"22/03/2013","2.3","2.3","2.3","2.29","2.3","12116","27818.64","21/03/2013","2.3"
"25/03/2013","2.3","2.3","2.3","2.3","2.3","2000","4600","22/03/2013","2.3"
"26/03/2013","2.3","2.3","2.3","2.3","2.3","2700","6210","25/03/2013","2.3"
"27/03/2013","2.3","2.3","2.3","2.3","2.3","5000","11500","26/03/2013","2.3"
"01/04/2013","2.3","2.34","2.34","2.3","2.31","22429","51807.44","27/03/2013","2.3"
"02/04/2013","2.34","2.34","2.34","2.34","2.34","4335","10143.9","01/04/2013","2.34"
"03/04/2013","2.35","2.45","2.45","2.35","2.39","19076","45507.1","02/04/2013","2.34"
"04/04/2013","2.47","2.41","2.47","2.41","2.46","18474","45400.86","03/04/2013","2.45"
"05/04/2013","2.45","2.45","2.45","2.45","2.44","7526","18398.86","04/04/2013","2.41"
"08/04/2013","2.43","2.4","2.43","2.4","2.4","18000","43260","05/04/2013","2.45"
"09/04/2013","2.38","2.4","2.4","2.38","2.39","13831","33116.5","08/04/2013","2.4"
"10/04/2013","2.4","2.4","2.4","2.4","2.4","2672","6412.8","09/04/2013","2.4"
"11/04/2013","2.4","2.4","2.4","2.4","2.34","6450","15081.1","10/04/2013","2.4"
"12/04/2013","2.38","2.4","2.4","2.38","2.39","7183","17191.2","11/04/2013","2.4"
"15/04/2013","2.4","2.4","2.4","2.4","2.4","3000","7200","12/04/2013","2.4"
"16/04/2013","2.35","2.35","2.35","2.35","2.35","4222","9913.34","15/04/2013","2.4"
"17/04/2013","2.35","2.35","2.35","2.35","2.35","2000","4700","16/04/2013","2.35"
"18/04/2013","2.35","2.35","2.35","2.35","2.35","2430","5710.5","17/04/2013","2.35"
"19/04/2013","2.34","2.34","2.34","2.34","2.34","2000","4680","18/04/2013","2.35"
"22/04/2013","2.33","2.32","2.33","2.32","2.33","5060","11769.2","19/04/2013","2.34"
"23/04/2013","2.28","2.28","2.28","2.28","2.28","3500","7980","22/04/2013","2.32"
"24/04/2013","2.23","2.23","2.23","2.23","2.23","3000","6681.1","23/04/2013","2.28"
"25/04/2013","2.23","2.17","2.23","2.1","2.13","44168","93871.11","24/04/2013","2.23"
"26/04/2013","2.12","2.09","2.12","2.09","2.09","26466","55373.94","25/04/2013","2.17"
"29/04/2013","2.07","2.06","2.07","2.06","2.06","14436","29735.37","26/04/2013","2.09"
"30/04/2013","2.03","2.03","2.03","2.03","2.03","7742","15716.26","29/04/2013","2.06"
"02/05/2013","1.95","2","2","1.95","1.99","20750","41242.2","30/04/2013","2.03"
"03/05/2013","2","2","2.05","2","2","70455","141060","02/05/2013","2"
"06/05/2013","2","2","2","2","2","5000","10000","03/05/2013","2"
"07/05/2013","1.99","2","2","1.97","1.99","50235","99944.85","06/05/2013","2"
"08/05/2013","2.05","2.05","2.05","2.05","2.05","13440","27552","07/05/2013","2"
"09/05/2013","2.1","2.1","2.1","2.08","2.08","13301","27648.1","08/05/2013","2.05"
"10/05/2013","2.1","2.15","2.15","2.1","2.13","7838","16684.8","09/05/2013","2.1"
"13/05/2013","2.15","2.3","2.3","2.15","2.24","8580","19260.15","10/05/2013","2.15"
"14/05/2013","2.3","2.3","2.3","2.3","2.3","3700","8510","13/05/2013","2.3"
"15/05/2013","2.3","2.3","2.3","2.3","2.3","4000","9200","14/05/2013","2.3"
"16/05/2013","2.29","2.3","2.3","2.29","2.3","6298","14467.82","15/05/2013","2.3"
"17/05/2013","2.3","2.3","2.3","2.3","2.3","5000","11500","16/05/2013","2.3"
"20/05/2013","2.29","2.29","2.29","2.29","2.29","5800","13274","17/05/2013","2.3"
"21/05/2013","2.29","2.29","2.29","2.29","2.29","5844","13382.76","20/05/2013","2.29"
"22/05/2013","2.29","2.29","2.29","2.29","2.29","8155","18674.95","21/05/2013","2.29"
"23/05/2013","2.29","2.29","2.29","2.29","2.29","3825","8747.3","22/05/2013","2.29"
"24/05/2013","2.28","2.28","2.28","2.28","2.28","10873","24790.44","23/05/2013","2.29"
"27/05/2013","2.23","2.23","2.23","2.23","2.23","3499","7802.77","24/05/2013","2.28"
"28/05/2013","2.2","2.23","2.23","2.2","2.22","5182","11500.57","27/05/2013","2.23"
"29/05/2013","2.13","2.13","2.2","2.13","2.14","9183","19685.79","28/05/2013","2.23"
"30/05/2013","2.1","2.1","2.1","2.1","2.1","8880","18684.51","29/05/2013","2.13"
"31/05/2013","2.1","2.1","2.1","2.1","2.1","6294","13211.05","30/05/2013","2.1"
"03/06/2013","2.13","2.02","2.13","2.02","2.07","10587","21935.74","31/05/2013","2.1"
"04/06/2013","2.1","2.1","2.1","2.1","2.1","7984","16748.4","03/06/2013","2.02"
"05/06/2013","2.1","2.1","2.1","2.1","2.1","5000","10500","04/06/2013","2.1"
"06/06/2013","2.09","2.05","2.09","2.05","2.07","6819","14103.55","05/06/2013","2.1"
"07/06/2013","2.03","2.03","2.03","2.03","2.03","18836","38260.28","06/06/2013","2.05"
"10/06/2013","2.03","2.03","2.03","2.03","2.03","3836","7770.36","07/06/2013","2.03"
"11/06/2013","2.03","2.03","2.03","2.03","2.02","4937","9992.79","10/06/2013","2.03"
"12/06/2013","2.03","2.03","2.03","2.03","2.03","3362","6824.86","11/06/2013","2.03"
"13/06/2013","2.1","2.1","2.1","2.05","2.08","19086","39732.18","12/06/2013","2.03"
"14/06/2013","2.1","2.2","2.2","2.1","2.12","31088","65752.8","13/06/2013","2.1"
"17/06/2013","2.2","2.2","2.2","2.2","2.2","3391","7460.2","14/06/2013","2.2"
"18/06/2013","2.2","2.2","2.2","2.2","2.2","7874","17322.8","17/06/2013","2.2"
"19/06/2013","2.2","2.2","2.2","2.2","2.2","13396","29468.62","18/06/2013","2.2"
"20/06/2013","2.15","2.15","2.15","2.15","2.15","3000","6450","19/06/2013","2.2"
"21/06/2013","2.13","2.15","2.15","2.13","2.14","5234","11200.72","20/06/2013","2.15"
"24/06/2013","2.15","2.15","2.15","2.15","2.15","3500","7525","21/06/2013","2.15"
"25/06/2013","2.15","2.15","2.15","2.15","2.14","3425","7340.5","24/06/2013","2.15"
"26/06/2013","2.14","2.15","2.15","2.14","2.15","16710","35899.4","25/06/2013","2.15"
"27/06/2013","2.15","2.15","2.15","2.15","2.15","15216","32714.4","26/06/2013","2.15"
"28/06/2013","2.2","2.2","2.2","2.2","2.2","3000","6600","27/06/2013","2.15"
"01/07/2013","2.2","2.2","2.2","2.2","2.2","7304","16068.8","28/06/2013","2.2"
"02/07/2013","2.2","2.2","2.2","2.2","2.19","3961","8683.64","01/07/2013","2.2"
"03/07/2013","2.15","2.15","2.15","2.15","2.15","18788","40394.2","02/07/2013","2.2"
"04/07/2013","2.15","2.15","2.15","2.15","2.15","12067","25943.25","03/07/2013","2.15"
"05/07/2013","2.15","2.15","2.15","2.15","2.15","2045","4396.75","04/07/2013","2.15"
"08/07/2013","2.15","2.15","2.15","2.15","2.15","2543","5467.45","05/07/2013","2.15"
"09/07/2013","2.15","2.14","2.15","2.14","2.15","6830","14651.2","08/07/2013","2.15"
"10/07/2013","2.14","2.14","2.14","2.14","2.14","10115","21646.1","09/07/2013","2.14"
"11/07/2013","2.14","2.15","2.15","2.14","2.15","21955","47096.79","10/07/2013","2.14"
"12/07/2013","2.15","2.15","2.15","2.14","2.15","160317","344625.52","11/07/2013","2.15"
"15/07/2013","2.15","2.15","2.15","2.15","2.15","3798","8163.57","12/07/2013","2.15"
"16/07/2013","2.15","2.15","2.15","2.08","2.13","8907","18984.41","15/07/2013","2.15"
"17/07/2013","2.15","2.15","2.15","2.15","2.15","12055","25885.43","16/07/2013","2.15"
"18/07/2013","2.2","2.2","2.2","2.2","2.2","26507","58312.75","17/07/2013","2.15"
"19/07/2013","2.25","2.2","2.25","2.2","2.22","38957","86440.6","18/07/2013","2.2"
"22/07/2013","2.2","2.2","2.2","2.2","2.2","18939","41662.8","19/07/2013","2.2"
"23/07/2013","2.2","2.15","2.2","2.15","2.19","6767","14798","22/07/2013","2.2"
"24/07/2013","2.2","2.2","2.2","2.2","2.2","58147","127923.4","23/07/2013","2.15"
"25/07/2013","2.19","2.25","2.25","2.19","2.21","10909","24080.67","24/07/2013","2.2"
"26/07/2013","2.25","2.4","2.4","2.25","2.35","36870","86479.22","25/07/2013","2.25"
"30/07/2013","2.4","2.4","2.4","2.4","2.4","5000","12000","26/07/2013","2.4"
"31/07/2013","2.4","2.4","2.4","2.35","2.4","29596","70896.1","30/07/2013","2.4"
"01/08/2013","2.4","2.4","2.4","2.4","2.4","17954","43089.6","31/07/2013","2.4"
"02/08/2013","2.4","2.45","2.45","2.3","2.44","111072","271046.8","01/08/2013","2.4"
"05/08/2013","2.45","2.45","2.45","2.45","2.45","13412","32859.4","02/08/2013","2.45"
"06/08/2013","2.46","2.65","2.65","2.46","2.51","58563","146954.45","05/08/2013","2.45"
"07/08/2013","2.65","2.7","2.7","2.65","2.66","11846","31507.71","06/08/2013","2.65"
"08/08/2013","2.65","2.65","2.65","2.65","2.63","5088","13370.95","07/08/2013","2.7"
"09/08/2013","2.65","2.6","2.65","2.6","2.63","12671","33334.85","08/08/2013","2.65"
"12/08/2013","2.6","2.7","2.7","2.6","2.63","12822","33658.35","09/08/2013","2.6"
"13/08/2013","2.7","2.75","2.75","2.7","2.73","18266","49813.8","12/08/2013","2.7"
"14/08/2013","2.75","2.75","2.75","2.75","2.75","2805","7710.1","13/08/2013","2.75"
"15/08/2013","2.72","2.75","2.75","2.72","2.74","18933","51827.69","14/08/2013","2.75"
"16/08/2013","2.7","2.7","2.7","2.7","2.7","45760","123552","15/08/2013","2.75"
"19/08/2013","2.7","2.7","2.7","2.69","2.69","68720","185060.39","16/08/2013","2.7"
"20/08/2013","2.69","2.75","2.75","2.69","2.7","35731","96466.35","19/08/2013","2.7"
"21/08/2013","2.75","2.8","2.8","2.75","2.77","20415","56577.27","20/08/2013","2.75"
"22/08/2013","2.8","2.85","2.85","2.8","2.81","12000","33682.75","21/08/2013","2.8"
"23/08/2013","2.85","2.9","2.9","2.85","2.86","9317","26653.45","22/08/2013","2.85"
"26/08/2013","2.85","2.86","2.86","2.85","2.86","13830","39512.2","23/08/2013","2.9"
"27/08/2013","2.85","2.85","2.85","2.85","2.85","2000","5700","26/08/2013","2.86"
"28/08/2013","2.8","2.8","2.8","2.8","2.8","3776","10572.8","27/08/2013","2.85"
"29/08/2013","2.7","2.7","2.7","2.7","2.7","11000","29690","28/08/2013","2.8"
"02/09/2013","2.7","2.7","2.7","2.7","2.7","14593","39395.97","29/08/2013","2.7"
"03/09/2013","2.7","2.8","2.8","2.7","2.71","14762","40057.4","02/09/2013","2.7"
"04/09/2013","2.83","2.83","2.83","2.83","2.83","2200","6226","03/09/2013","2.8"
"05/09/2013","2.83","2.83","2.83","2.83","2.83","3000","8490","04/09/2013","2.83"
"06/09/2013","2.83","2.83","2.83","2.83","2.83","3000","8490","05/09/2013","2.83"
"09/09/2013","2.83","2.83","2.83","2.83","2.83","3000","8490","06/09/2013","2.83"
"10/09/2013","2.82","2.82","2.82","2.82","2.82","9361","26398.02","09/09/2013","2.83"
"11/09/2013","2.82","2.82","2.82","2.82","2.82","5937","16737.78","10/09/2013","2.82"
"12/09/2013","2.82","2.82","2.82","2.82","2.82","3000","8460","11/09/2013","2.82"
"13/09/2013","2.82","2.82","2.82","2.82","2.82","6807","19195.74","12/09/2013","2.82"
"16/09/2013","2.82","2.82","2.82","2.82","2.82","3500","9864.94","13/09/2013","2.82"
"17/09/2013","2.81","2.82","2.82","2.81","2.82","4500","12670.87","16/09/2013","2.82"
"18/09/2013","2.77","2.77","2.77","2.77","2.78","6500","18041","17/09/2013","2.82"
"19/09/2013","2.77","2.77","2.77","2.77","2.77","3700","10249","18/09/2013","2.77"
"20/09/2013","2.77","2.77","2.77","2.77","2.77","6435","17824.95","19/09/2013","2.77"
"23/09/2013","2.77","2.77","2.77","2.77","2.74","5136","14095.45","20/09/2013","2.77"
"24/09/2013","2.77","2.77","2.77","2.77","2.75","4786","13147","23/09/2013","2.77"
"25/09/2013","2.77","2.69","2.77","2.69","2.69","65000","175170.51","24/09/2013","2.77"
"26/09/2013","2.69","2.69","2.69","2.69","2.69","23500","63215","25/09/2013","2.69"
"27/09/2013","2.69","2.69","2.69","2.69","2.69","83706","225169.14","26/09/2013","2.69"
"30/09/2013","2.69","2.69","2.69","2.69","2.69","5719","15378.28","27/09/2013","2.69"
"01/10/2013","2.69","2.69","2.69","2.69","2.69","4159","11187.71","30/09/2013","2.69"
"02/10/2013","2.69","2.69","2.69","2.69","2.69","3467","9326.23","01/10/2013","2.69"
"03/10/2013","2.69","2.69","2.69","2.69","2.69","4357","11720.33","02/10/2013","2.69"
"04/10/2013","2.69","2.68","2.69","2.68","2.68","96468","258579.86","03/10/2013","2.69"
"07/10/2013","2.69","2.69","2.69","2.69","2.69","3967","10665.71","04/10/2013","2.68"
"09/10/2013","2.7","2.73","2.73","2.7","2.71","5013","13595.1","07/10/2013","2.69"
"10/10/2013","2.73","2.61","2.73","2.57","2.63","36204","95047.9","09/10/2013","2.73"
"11/10/2013","2.7","2.7","2.7","2.7","2.7","6239","16823.79","10/10/2013","2.61"
"14/10/2013","2.7","2.7","2.7","2.7","2.7","3000","8100","11/10/2013","2.7"
"15/10/2013","2.73","2.73","2.73","2.73","2.73","4700","12831","14/10/2013","2.7"
"16/10/2013","2.73","2.73","2.73","2.73","2.73","3500","9555","15/10/2013","2.73"
"17/10/2013","2.73","2.73","2.73","2.73","2.73","3500","9555","16/10/2013","2.73"
"18/10/2013","2.73","2.73","2.73","2.73","2.73","8700","23751","17/10/2013","2.73"
"21/10/2013","2.73","2.8","2.8","2.73","2.77","28516","79047.76","18/10/2013","2.73"
"22/10/2013","2.8","2.8","2.8","2.8","2.8","21319","59693.2","21/10/2013","2.8"
"23/10/2013","2.8","2.9","2.9","2.79","2.81","32998","92660.81","22/10/2013","2.8"
"24/10/2013","2.9","2.95","2.95","2.9","2.9","38775","112576.39","23/10/2013","2.9"
"25/10/2013","2.95","3","3","2.95","2.97","3253","9671.35","24/10/2013","2.95"
"28/10/2013","3","3","3","3","3","1920","5760","25/10/2013","3"
"29/10/2013","3","3","3","3","3","2087","6261","28/10/2013","3"
"30/10/2013","2.95","2.98","2.98","2.95","2.97","5895","17502.6","29/10/2013","3"
"31/10/2013","2.88","2.94","2.94","2.85","2.89","21947","63325.78","30/10/2013","2.98"
"04/11/2013","2.97","2.98","2.99","2.97","2.98","16020","47760","31/10/2013","2.94"
"05/11/2013","2.69","2.97","2.98","2.69","2.89","15158","43849.65","04/11/2013","2.98"
"06/11/2013","2.95","2.98","2.98","2.95","2.98","155319","462496.79","05/11/2013","2.97"
"07/11/2013","2.91","2.95","2.95","2.89","2.94","72180","211966.43","06/11/2013","2.98"
"08/11/2013","2.9","2.9","2.9","2.9","2.9","53051","153846.58","07/11/2013","2.95"
"11/11/2013","2.9","2.9","2.9","2.9","2.9","40773","118237.84","08/11/2013","2.9"
"12/11/2013","2.9","2.9","2.9","2.9","2.9","2692","7806.8","11/11/2013","2.9"
"13/11/2013","2.9","2.9","2.9","2.8","2.86","54200","155214.95","12/11/2013","2.9"
"14/11/2013","2.95","2.9","2.95","2.9","2.91","10817","31469.3","13/11/2013","2.9"
"15/11/2013","2.9","2.85","2.9","2.85","2.88","15500","44675","14/11/2013","2.9"
"18/11/2013","2.85","2.85","2.85","2.8","2.85","59590","169629.51","15/11/2013","2.85"
"19/11/2013","2.85","2.85","2.85","2.85","2.85","11840","33744","18/11/2013","2.85"
"20/11/2013","2.8","2.8","2.8","2.8","2.8","5898","16514.4","19/11/2013","2.85"
"21/11/2013","2.8","2.8","2.8","2.8","2.8","8500","23787.85","20/11/2013","2.8"
"22/11/2013","2.79","2.8","2.8","2.79","2.79","5531","15449.88","21/11/2013","2.8"
"25/11/2013","2.79","2.8","2.8","2.79","2.79","8071","22510.25","22/11/2013","2.8"
"26/11/2013","2.77","2.75","2.77","2.75","2.75","19683","54208.25","25/11/2013","2.8"
"27/11/2013","2.7","2.7","2.71","2.7","2.7","15380","41545.7","26/11/2013","2.75"
"28/11/2013","2.75","2.75","2.75","2.75","2.74","6096","16716.1","27/11/2013","2.7"
"29/11/2013","2.75","2.8","2.8","2.75","2.77","21543","59733.25","28/11/2013","2.75"
"02/12/2013","2.8","2.8","2.8","2.8","2.8","3000","8394.33","29/11/2013","2.8"
"03/12/2013","2.78","2.78","2.78","2.78","2.78","2146","5965.88","02/12/2013","2.8"
"04/12/2013","2.76","2.76","2.76","2.76","2.76","1668","4605.24","03/12/2013","2.78"
"05/12/2013","2.76","2.76","2.76","2.76","2.76","3500","9660","04/12/2013","2.76"
"06/12/2013","2.77","2.77","2.77","2.77","2.73","7386","20188.04","05/12/2013","2.76"
"09/12/2013","2.77","2.76","2.77","2.75","2.76","8906","24570","06/12/2013","2.77"
"10/12/2013","2.76","2.76","2.76","2.76","2.75","8316","22829.24","09/12/2013","2.76"
"11/12/2013","2.76","2.76","2.76","2.76","2.76","3585","9888.76","10/12/2013","2.76"
"12/12/2013","2.76","2.76","2.76","2.76","2.74","3335","9143.73","11/12/2013","2.76"
"13/12/2013","2.74","2.74","2.74","2.74","2.74","3000","8220","12/12/2013","2.76"
"16/12/2013","2.74","2.74","2.74","2.74","2.74","3500","9590","13/12/2013","2.74"
"17/12/2013","2.74","2.74","2.74","2.74","2.74","5900","16165.81","16/12/2013","2.74"
"18/12/2013","2.74","2.74","2.74","2.74","2.74","14084","38603.07","17/12/2013","2.74"
"19/12/2013","2.75","2.8","2.8","2.75","2.77","12082","33424.35","18/12/2013","2.74"
"20/12/2013","2.79","2.79","2.8","2.79","2.8","25348","70943.87","19/12/2013","2.8"
"23/12/2013","2.8","2.8","2.8","2.8","2.8","20809","58262.32","20/12/2013","2.79"
"24/12/2013","2.85","2.9","2.9","2.85","2.87","6627","19036.95","23/12/2013","2.8"
"26/12/2013","2.9","2.9","2.9","2.9","2.9","2700","7830","24/12/2013","2.9"
"27/12/2013","2.9","2.9","2.9","2.9","2.9","2902","8420.32","26/12/2013","2.9"
"30/12/2013","2.9","2.9","2.9","2.9","2.9","5758","16695.38","27/12/2013","2.9"
"31/12/2013","2.89","2.9","2.9","2.89","2.9","6239","18073.1","30/12/2013","2.9"
"02/01/2014","2.9","2.9","2.9","2.9","2.9","2800","8120","31/12/2013","2.9"
"03/01/2014","2.95","2.99","2.99","2.95","2.97","8370","24828.78","02/01/2014","2.9"
"06/01/2014","2.97","2.97","2.97","2.97","2.97","1502","4460.94","03/01/2014","2.99"
"07/01/2014","2.97","2.97","2.97","2.97","2.97","4285","12740.23","06/01/2014","2.97"
"08/01/2014","2.97","2.97","2.97","2.97","2.97","4619","13718.43","07/01/2014","2.97"
"09/01/2014","2.82","2.92","2.93","2.82","2.9","10798","31268.68","08/01/2014","2.97"
"10/01/2014","2.92","2.92","2.92","2.92","2.92","3285","9592.2","09/01/2014","2.92"
"13/01/2014","2.92","2.92","2.92","2.92","2.92","1432","4181.44","10/01/2014","2.92"
"14/01/2014","2.92","2.92","2.92","2.92","2.92","3600","10512","13/01/2014","2.92"
"15/01/2014","2.92","2.89","2.92","2.89","2.91","61457","178652.44","14/01/2014","2.92"
"16/01/2014","2.89","2.85","2.89","2.85","2.87","58500","167885","15/01/2014","2.89"
"17/01/2014","2.8","2.8","2.8","2.8","2.8","59910","167748","16/01/2014","2.85"
"20/01/2014","2.8","2.8","2.8","2.8","2.8","2500","6999.24","17/01/2014","2.8"
"21/01/2014","2.79","2.8","2.8","2.79","2.78","5049","14023.94","20/01/2014","2.8"
"22/01/2014","2.8","2.8","2.8","2.8","2.8","3321","9298.8","21/01/2014","2.8"
"23/01/2014","2.8","2.8","2.8","2.8","2.79","5083","14167.42","22/01/2014","2.8"
"24/01/2014","2.8","2.8","2.8","2.8","2.8","2415","6762","23/01/2014","2.8"
"27/01/2014","2.81","2.81","2.81","2.81","2.81","1950","5479.5","24/01/2014","2.8"
"28/01/2014","2.81","2.85","2.85","2.81","2.84","4500","12768.88","27/01/2014","2.81"
"29/01/2014","2.85","2.8","2.85","2.8","2.82","6467","18230.95","28/01/2014","2.85"
"30/01/2014","2.76","2.76","2.76","2.76","2.76","20000","55200","29/01/2014","2.8"
"31/01/2014","2.76","2.76","2.76","2.76","2.74","6317","17332.07","30/01/2014","2.76"
"03/02/2014","2.76","2.76","2.76","2.76","2.75","3158","8689.32","31/01/2014","2.76"
"04/02/2014","2.7","2.75","2.75","2.7","2.74","8313","22754.05","03/02/2014","2.76"
"05/02/2014","2.75","2.75","2.75","2.75","2.75","1703","4682.71","04/02/2014","2.75"
"06/02/2014","2.79","2.79","2.79","2.79","2.78","3500","9737.12","05/02/2014","2.75"
"07/02/2014","2.78","2.78","2.78","2.78","2.78","8000","22240","06/02/2014","2.79"
"10/02/2014","2.79","2.79","2.79","2.79","2.79","8517","23742.8","07/02/2014","2.78"
"11/02/2014","2.78","2.73","2.78","2.73","2.76","6120","16867.67","10/02/2014","2.79"
"12/02/2014","2.7","2.7","2.7","2.7","2.7","3000","8100","11/02/2014","2.73"
"13/02/2014","2.7","2.7","2.7","2.7","2.69","2583","6953.44","12/02/2014","2.7"
"14/02/2014","2.7","2.7","2.7","2.7","2.7","3605","9733.5","13/02/2014","2.7"
"17/02/2014","2.7","2.7","2.7","2.7","2.69","3674","9893.68","14/02/2014","2.7"
"18/02/2014","2.7","2.7","2.7","2.7","2.7","3540","9558","17/02/2014","2.7"
"19/02/2014","2.7","2.7","2.7","2.7","2.7","1444","3898.8","18/02/2014","2.7"
"20/02/2014","2.7","2.7","2.7","2.7","2.7","4044","10910.52","19/02/2014","2.7"
"21/02/2014","2.7","2.7","2.7","2.7","2.7","3000","8099.84","20/02/2014","2.7"
"24/02/2014","2.7","2.7","2.7","2.7","2.7","2700","7290","21/02/2014","2.7"
"25/02/2014","2.7","2.68","2.7","2.55","2.6","27654","71980.81","24/02/2014","2.7"
"26/02/2014","2.68","2.68","2.68","2.68","2.68","3000","8040","25/02/2014","2.68"
"27/02/2014","2.68","2.68","2.68","2.68","2.66","4096","10875.52","26/02/2014","2.68"
"28/02/2014","2.64","2.67","2.67","2.64","2.65","7525","19973.88","27/02/2014","2.68"
"03/03/2014","2.67","2.67","2.67","2.67","2.67","3012","8038.9","28/02/2014","2.67"
"04/03/2014","2.65","2.68","2.68","2.65","2.67","3500","9330.21","03/03/2014","2.67"
"05/03/2014","2.65","2.67","2.67","2.65","2.65","13518","35808.96","04/03/2014","2.68"
"06/03/2014","2.67","2.67","2.67","2.67","2.67","3375","9001.91","05/03/2014","2.67"
"07/03/2014","2.67","2.67","2.67","2.67","2.66","3500","9323.88","06/03/2014","2.67"
"10/03/2014","2.67","2.67","2.67","2.67","2.67","1562","4170.54","07/03/2014","2.67"
"11/03/2014","2.67","2.67","2.67","2.67","2.65","3265","8648.24","10/03/2014","2.67"
"12/03/2014","2.65","2.67","2.67","2.65","2.66","5968","15875.32","11/03/2014","2.67"
"13/03/2014","2.65","2.65","2.65","2.64","2.65","5600","14823.49","12/03/2014","2.67"
"14/03/2014","2.63","2.63","2.63","2.63","2.63","2300","6049","13/03/2014","2.65"
"17/03/2014","2.63","2.63","2.63","2.63","2.62","2716","7114.8","14/03/2014","2.63"
"18/03/2014","2.62","2.65","2.65","2.62","2.63","8927","23450.87","17/03/2014","2.63"
"19/03/2014","2.65","2.65","2.65","2.65","2.65","2600","6878.97","18/03/2014","2.65"
"20/03/2014","2.63","2.63","2.63","2.63","2.63","1550","4076.5","19/03/2014","2.65"
"21/03/2014","2.63","2.63","2.63","2.63","2.63","2500","6566.45","20/03/2014","2.63"
"24/03/2014","2.62","2.59","2.62","2.59","2.6","5500","14306","21/03/2014","2.63"
"25/03/2014","2.57","2.57","2.57","2.57","2.57","2500","6425","24/03/2014","2.59"
"26/03/2014","2.57","2.57","2.57","2.57","2.57","1840","4728.8","25/03/2014","2.57"
"27/03/2014","2.52","2.53","2.53","2.52","2.53","5000","12633.34","26/03/2014","2.57"
"28/03/2014","2.51","2.53","2.53","2.49","2.51","24873","62335.66","27/03/2014","2.53"
"31/03/2014","2.53","2.53","2.53","2.53","2.53","5888","14894.61","28/03/2014","2.53"
"01/04/2014","2.53","2.53","2.53","2.41","2.44","31070","75859.94","31/03/2014","2.53"
"02/04/2014","2.53","2.53","2.53","2.53","2.53","4143","10481.79","01/04/2014","2.53"
"03/04/2014","2.55","2.53","2.55","2.53","2.54","7024","17850.72","02/04/2014","2.53"
"04/04/2014","2.57","2.52","2.57","2.42","2.47","20021","49355.32","03/04/2014","2.53"
"07/04/2014","2.53","2.55","2.55","2.45","2.52","15481","39048.17","04/04/2014","2.52"
"08/04/2014","2.55","2.55","2.55","2.55","2.55","2901","7385.1","07/04/2014","2.55"
"09/04/2014","2.54","2.54","2.54","2.54","2.54","2500","6344.5","08/04/2014","2.55"
"10/04/2014","2.54","2.56","2.56","2.54","2.54","11032","28051.28","09/04/2014","2.54"
"11/04/2014","2.55","2.56","2.56","2.48","2.54","17895","45416.51","10/04/2014","2.56"
"14/04/2014","2.56","2.56","2.56","2.56","2.56","5184","13271.04","11/04/2014","2.56"
"15/04/2014","2.56","2.56","2.56","2.56","2.56","4989","12770.51","14/04/2014","2.56"
"16/04/2014","2.56","2.56","2.56","2.56","2.56","2047","5240.32","15/04/2014","2.56"
"21/04/2014","2.56","2.58","2.58","2.56","2.57","7326","18851.42","16/04/2014","2.56"
"22/04/2014","2.51","2.57","2.57","2.51","2.54","14698","37379.52","21/04/2014","2.58"
"23/04/2014","2.6","2.6","2.6","2.6","2.59","3578","9256.56","22/04/2014","2.57"
"24/04/2014","2.6","2.65","2.65","2.6","2.62","7471","19601.8","23/04/2014","2.6"
"25/04/2014","2.65","2.65","2.65","2.65","2.65","3346","8866.9","24/04/2014","2.65"
"28/04/2014","2.65","2.67","2.67","2.65","2.65","22110","58651.5","25/04/2014","2.65"
"29/04/2014","2.67","2.67","2.67","2.67","2.67","1637","4370.79","28/04/2014","2.67"
"30/04/2014","2.63","2.64","2.64","2.63","2.64","10211","26917.24","29/04/2014","2.67"
"02/05/2014","2.64","2.64","2.64","2.6","2.62","9626","25234.76","30/04/2014","2.64"
"05/05/2014","2.64","2.64","2.64","2.64","2.64","1675","4422","02/05/2014","2.64"
"06/05/2014","2.64","2.64","2.64","2.64","2.64","3221","8503.44","05/05/2014","2.64"
"07/05/2014","2.64","2.64","2.64","2.64","2.64","2500","6600","06/05/2014","2.64"
"08/05/2014","2.67","2.67","2.67","2.67","2.67","7062","18843.69","07/05/2014","2.64"
"09/05/2014","2.67","2.67","2.67","2.67","2.67","2700","7209","08/05/2014","2.67"
"12/05/2014","2.66","2.67","2.67","2.66","2.66","5300","14112.68","09/05/2014","2.67"
"13/05/2014","2.67","2.6","2.67","2.6","2.64","19736","52151.82","12/05/2014","2.67"
"14/05/2014","2.6","2.6","2.6","2.6","2.6","14238","37009.1","13/05/2014","2.6"
